X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
2.000000000000000000e+01,-5.100000000000000000e+01,-9.100000000000000000e+01,-1.100000000000000006e-01,-9.899999999999999079e-02,1.529999999999999971e-01
2.000000000000000000e+01,-5.100000000000000000e+01,-8.100000000000000000e+01,-7.599999999999999811e-02,-9.899999999999999079e-02,1.350000000000000089e-01
2.000000000000000000e+01,-5.100000000000000000e+01,-7.100000000000000000e+01,-9.500000000000000111e-02,-1.069999999999999979e-01,1.360000000000000098e-01
2.000000000000000000e+01,-5.100000000000000000e+01,-6.100000000000000000e+01,-9.199999999999999845e-02,-1.120000000000000023e-01,1.260000000000000009e-01
2.000000000000000000e+01,-5.100000000000000000e+01,-5.100000000000000000e+01,-8.799999999999999489e-02,-1.160000000000000059e-01,1.200000000000000094e-01
2.000000000000000000e+01,-5.100000000000000000e+01,-4.100000000000000000e+01,-6.300000000000000044e-02,-1.160000000000000059e-01,1.029999999999999943e-01
2.000000000000000000e+01,-5.100000000000000000e+01,-3.100000000000000000e+01,-4.399999999999999745e-02,-1.179999999999999938e-01,8.799999999999999489e-02
2.000000000000000000e+01,-5.100000000000000000e+01,-2.100000000000000000e+01,-5.800000000000000294e-02,-1.260000000000000009e-01,8.600000000000000699e-02
2.000000000000000000e+01,-5.100000000000000000e+01,-1.100000000000000000e+01,-3.899999999999999994e-02,-1.280000000000000027e-01,7.499999999999999722e-02
2.000000000000000000e+01,-5.100000000000000000e+01,-1.000000000000000000e+00,-2.299999999999999961e-02,-1.299999999999999767e-01,6.099999999999999867e-02
2.000000000000000000e+01,-5.100000000000000000e+01,9.000000000000000000e+00,-8.000000000000000167e-03,-1.330000000000000071e-01,4.900000000000000189e-02
2.000000000000000000e+01,-5.100000000000000000e+01,1.900000000000000000e+01,-8.000000000000000167e-03,-1.379999999999999838e-01,4.500000000000000527e-02
2.000000000000000000e+01,-5.100000000000000000e+01,2.900000000000000000e+01,-0.000000000000000000e+00,-1.420000000000000151e-01,3.499999999999999639e-02
2.000000000000000000e+01,-5.100000000000000000e+01,3.900000000000000000e+01,-8.000000000000000167e-03,-1.519999999999999962e-01,3.099999999999999978e-02
2.000000000000000000e+01,-5.100000000000000000e+01,4.900000000000000000e+01,4.000000000000000083e-03,-1.549999999999999989e-01,1.700000000000000122e-02
2.000000000000000000e+01,-5.100000000000000000e+01,5.900000000000000000e+01,1.700000000000000122e-02,-1.610000000000000042e-01,1.099999999999999936e-02
2.000000000000000000e+01,-4.100000000000000000e+01,-1.110000000000000000e+02,-1.260000000000000009e-01,-6.600000000000000311e-02,1.660000000000000087e-01
2.000000000000000000e+01,-4.100000000000000000e+01,-1.010000000000000000e+02,-9.700000000000000289e-02,-6.899999999999999190e-02,1.489999999999999936e-01
2.000000000000000000e+01,-4.100000000000000000e+01,-9.100000000000000000e+01,-9.899999999999999079e-02,-7.399999999999999634e-02,1.420000000000000151e-01
2.000000000000000000e+01,-4.100000000000000000e+01,-8.100000000000000000e+01,-8.799999999999999489e-02,-7.799999999999999989e-02,1.350000000000000089e-01
2.000000000000000000e+01,-4.100000000000000000e+01,-7.100000000000000000e+01,-8.000000000000000167e-02,-8.200000000000000344e-02,1.230000000000000121e-01
2.000000000000000000e+01,-4.100000000000000000e+01,-6.100000000000000000e+01,-7.599999999999999811e-02,-8.600000000000000699e-02,1.169999999999999929e-01
2.000000000000000000e+01,-4.100000000000000000e+01,-5.100000000000000000e+01,-5.899999999999999689e-02,-8.899999999999999578e-02,1.029999999999999943e-01
2.000000000000000000e+01,-4.100000000000000000e+01,-4.100000000000000000e+01,-6.099999999999999867e-02,-9.400000000000000022e-02,1.000000000000000056e-01
2.000000000000000000e+01,-4.100000000000000000e+01,-3.100000000000000000e+01,-4.800000000000000100e-02,-9.700000000000000289e-02,8.600000000000000699e-02
2.000000000000000000e+01,-4.100000000000000000e+01,-2.100000000000000000e+01,-3.300000000000000155e-02,-1.000000000000000056e-01,7.299999999999999545e-02
2.000000000000000000e+01,-4.100000000000000000e+01,-1.100000000000000000e+01,-4.599999999999999922e-02,-1.069999999999999979e-01,7.299999999999999545e-02
2.000000000000000000e+01,-4.100000000000000000e+01,-1.000000000000000000e+00,-2.500000000000000139e-02,-1.090000000000000135e-01,5.800000000000000294e-02
2.000000000000000000e+01,-4.100000000000000000e+01,9.000000000000000000e+00,-6.000000000000000125e-03,-1.110000000000000014e-01,4.700000000000000011e-02
2.000000000000000000e+01,-4.100000000000000000e+01,1.900000000000000000e+01,1.200000000000000025e-02,-1.129999999999999893e-01,3.000000000000000236e-02
2.000000000000000000e+01,-4.100000000000000000e+01,2.900000000000000000e+01,2.000000000000000042e-03,-1.190000000000000085e-01,2.599999999999999881e-02
2.000000000000000000e+01,-4.100000000000000000e+01,3.900000000000000000e+01,1.500000000000000118e-02,-1.219999999999999973e-01,1.600000000000000033e-02
2.000000000000000000e+01,-4.100000000000000000e+01,4.900000000000000000e+01,1.700000000000000122e-02,-1.310000000000000053e-01,9.000000000000001055e-03
2.000000000000000000e+01,-4.100000000000000000e+01,5.900000000000000000e+01,3.400000000000000244e-02,-1.330000000000000071e-01,-2.000000000000000042e-03
2.000000000000000000e+01,-3.100000000000000000e+01,-1.110000000000000000e+02,-1.120000000000000023e-01,-4.199999999999999567e-02,1.580000000000000016e-01
2.000000000000000000e+01,-3.100000000000000000e+01,-1.010000000000000000e+02,-1.079999999999999988e-01,-4.599999999999999922e-02,1.489999999999999936e-01
2.000000000000000000e+01,-3.100000000000000000e+01,-9.100000000000000000e+01,-1.010000000000000064e-01,-5.000000000000000278e-02,1.430000000000000160e-01
2.000000000000000000e+01,-3.100000000000000000e+01,-8.100000000000000000e+01,-8.399999999999999134e-02,-5.199999999999999761e-02,1.310000000000000053e-01
2.000000000000000000e+01,-3.100000000000000000e+01,-7.100000000000000000e+01,-7.599999999999999811e-02,-5.600000000000000117e-02,1.190000000000000085e-01
2.000000000000000000e+01,-3.100000000000000000e+01,-6.100000000000000000e+01,-7.599999999999999811e-02,-6.099999999999999867e-02,1.120000000000000023e-01
2.000000000000000000e+01,-3.100000000000000000e+01,-5.100000000000000000e+01,-6.099999999999999867e-02,-6.400000000000000133e-02,1.019999999999999934e-01
2.000000000000000000e+01,-3.100000000000000000e+01,-4.100000000000000000e+01,-5.899999999999999689e-02,-6.899999999999999190e-02,9.299999999999999933e-02
2.000000000000000000e+01,-3.100000000000000000e+01,-3.100000000000000000e+01,-5.399999999999999939e-02,-7.399999999999999634e-02,8.799999999999999489e-02
2.000000000000000000e+01,-3.100000000000000000e+01,-2.100000000000000000e+01,-2.699999999999999969e-02,-7.399999999999999634e-02,6.800000000000000488e-02
2.000000000000000000e+01,-3.100000000000000000e+01,-1.100000000000000000e+01,-2.699999999999999969e-02,-7.900000000000000078e-02,6.099999999999999867e-02
2.000000000000000000e+01,-3.100000000000000000e+01,-1.000000000000000000e+00,-2.099999999999999784e-02,-8.300000000000000433e-02,5.399999999999999939e-02
2.000000000000000000e+01,-3.100000000000000000e+01,9.000000000000000000e+00,-8.000000000000000167e-03,-9.000000000000001055e-02,4.199999999999999567e-02
2.000000000000000000e+01,-3.100000000000000000e+01,1.900000000000000000e+01,8.000000000000000167e-03,-8.799999999999999489e-02,2.599999999999999881e-02
2.000000000000000000e+01,-3.100000000000000000e+01,2.900000000000000000e+01,1.200000000000000025e-02,-9.299999999999999933e-02,1.600000000000000033e-02
2.000000000000000000e+01,-3.100000000000000000e+01,3.900000000000000000e+01,1.700000000000000122e-02,-1.000000000000000056e-01,1.000000000000000021e-02
2.000000000000000000e+01,-3.100000000000000000e+01,4.900000000000000000e+01,1.500000000000000118e-02,-1.059999999999999970e-01,6.000000000000000125e-03
2.000000000000000000e+01,-3.100000000000000000e+01,5.900000000000000000e+01,2.299999999999999961e-02,-1.090000000000000135e-01,-0.000000000000000000e+00
2.000000000000000000e+01,-2.100000000000000000e+01,-1.110000000000000000e+02,-1.120000000000000023e-01,-2.000000000000000042e-02,1.539999999999999980e-01
2.000000000000000000e+01,-2.100000000000000000e+01,-1.010000000000000000e+02,-8.899999999999999578e-02,-2.099999999999999784e-02,1.379999999999999838e-01
2.000000000000000000e+01,-2.100000000000000000e+01,-9.100000000000000000e+01,-1.010000000000000064e-01,-2.800000000000000058e-02,1.389999999999999847e-01
2.000000000000000000e+01,-2.100000000000000000e+01,-8.100000000000000000e+01,-8.399999999999999134e-02,-3.000000000000000236e-02,1.230000000000000121e-01
2.000000000000000000e+01,-2.100000000000000000e+01,-7.100000000000000000e+01,-8.600000000000000699e-02,-3.600000000000000422e-02,1.200000000000000094e-01
2.000000000000000000e+01,-2.100000000000000000e+01,-6.100000000000000000e+01,-5.099999999999999672e-02,-3.499999999999999639e-02,9.800000000000000377e-02
2.000000000000000000e+01,-2.100000000000000000e+01,-5.100000000000000000e+01,-6.099999999999999867e-02,-4.500000000000000527e-02,9.700000000000000289e-02
2.000000000000000000e+01,-2.100000000000000000e+01,-4.100000000000000000e+01,-5.500000000000000028e-02,-5.000000000000000278e-02,8.799999999999999489e-02
2.000000000000000000e+01,-2.100000000000000000e+01,-3.100000000000000000e+01,-5.399999999999999939e-02,-5.399999999999999939e-02,7.900000000000000078e-02
2.000000000000000000e+01,-2.100000000000000000e+01,-2.100000000000000000e+01,-2.299999999999999961e-02,-5.500000000000000028e-02,6.300000000000000044e-02
2.000000000000000000e+01,-2.100000000000000000e+01,-1.100000000000000000e+01,-3.300000000000000155e-02,-6.099999999999999867e-02,5.899999999999999689e-02
2.000000000000000000e+01,-2.100000000000000000e+01,-1.000000000000000000e+00,-2.099999999999999784e-02,-6.400000000000000133e-02,5.000000000000000278e-02
2.000000000000000000e+01,-2.100000000000000000e+01,9.000000000000000000e+00,-1.200000000000000025e-02,-6.800000000000000488e-02,3.799999999999999906e-02
2.000000000000000000e+01,-2.100000000000000000e+01,1.900000000000000000e+01,-4.000000000000000083e-03,-7.100000000000000755e-02,3.000000000000000236e-02
2.000000000000000000e+01,-2.100000000000000000e+01,2.900000000000000000e+01,-3.000000000000000062e-03,-7.599999999999999811e-02,2.099999999999999784e-02
2.000000000000000000e+01,-2.100000000000000000e+01,3.900000000000000000e+01,1.000000000000000021e-02,-7.900000000000000078e-02,1.099999999999999936e-02
2.000000000000000000e+01,-2.100000000000000000e+01,4.900000000000000000e+01,2.000000000000000042e-03,-8.600000000000000699e-02,1.200000000000000025e-02
2.000000000000000000e+01,-2.100000000000000000e+01,5.900000000000000000e+01,2.900000000000000147e-02,-9.000000000000001055e-02,-7.000000000000000146e-03
2.000000000000000000e+01,-1.100000000000000000e+01,-1.210000000000000000e+02,-1.140000000000000041e-01,6.000000000000000125e-03,1.559999999999999998e-01
2.000000000000000000e+01,-1.100000000000000000e+01,-1.110000000000000000e+02,-1.059999999999999970e-01,3.000000000000000062e-03,1.479999999999999927e-01
2.000000000000000000e+01,-1.100000000000000000e+01,-1.010000000000000000e+02,-1.200000000000000094e-01,-4.000000000000000083e-03,1.459999999999999909e-01
2.000000000000000000e+01,-1.100000000000000000e+01,-9.100000000000000000e+01,-8.600000000000000699e-02,-3.000000000000000062e-03,1.239999999999999991e-01
2.000000000000000000e+01,-1.100000000000000000e+01,-8.100000000000000000e+01,-1.050000000000000100e-01,-1.200000000000000025e-02,1.290000000000000036e-01
2.000000000000000000e+01,-1.100000000000000000e+01,-7.100000000000000000e+01,-7.399999999999999634e-02,-1.500000000000000118e-02,1.110000000000000014e-01
2.000000000000000000e+01,-1.100000000000000000e+01,-6.100000000000000000e+01,-6.499999999999998834e-02,-1.899999999999999953e-02,9.899999999999999079e-02
2.000000000000000000e+01,-1.100000000000000000e+01,-5.100000000000000000e+01,-6.099999999999999867e-02,-2.299999999999999961e-02,9.299999999999999933e-02
2.000000000000000000e+01,-1.100000000000000000e+01,-4.100000000000000000e+01,-5.700000000000000205e-02,-2.400000000000000050e-02,8.500000000000000611e-02
2.000000000000000000e+01,-1.100000000000000000e+01,-3.100000000000000000e+01,-5.800000000000000294e-02,-3.300000000000000155e-02,7.699999999999999900e-02
2.000000000000000000e+01,-1.100000000000000000e+01,-2.100000000000000000e+01,-4.399999999999999745e-02,-3.600000000000000422e-02,6.700000000000000400e-02
2.000000000000000000e+01,-1.100000000000000000e+01,-1.100000000000000000e+01,-3.300000000000000155e-02,-3.899999999999999994e-02,5.399999999999999939e-02
2.000000000000000000e+01,-1.100000000000000000e+01,-1.000000000000000000e+00,-2.000000000000000042e-02,-4.199999999999999567e-02,4.199999999999999567e-02
2.000000000000000000e+01,-1.100000000000000000e+01,9.000000000000000000e+00,-6.000000000000000125e-03,-4.500000000000000527e-02,3.099999999999999978e-02
2.000000000000000000e+01,-1.100000000000000000e+01,1.900000000000000000e+01,-1.400000000000000029e-02,-5.099999999999999672e-02,2.699999999999999969e-02
2.000000000000000000e+01,-1.100000000000000000e+01,2.900000000000000000e+01,4.000000000000000083e-03,-5.299999999999999850e-02,1.600000000000000033e-02
2.000000000000000000e+01,-1.100000000000000000e+01,3.900000000000000000e+01,1.000000000000000021e-02,-5.700000000000000205e-02,5.000000000000000104e-03
2.000000000000000000e+01,-1.100000000000000000e+01,4.900000000000000000e+01,2.299999999999999961e-02,-6.400000000000000133e-02,-4.000000000000000083e-03
2.000000000000000000e+01,-1.100000000000000000e+01,5.900000000000000000e+01,1.899999999999999953e-02,-6.999999999999999278e-02,-1.000000000000000021e-02
2.000000000000000000e+01,-1.000000000000000000e+00,-1.210000000000000000e+02,-1.310000000000000053e-01,2.199999999999999872e-02,1.620000000000000051e-01
2.000000000000000000e+01,-1.000000000000000000e+00,-1.110000000000000000e+02,-1.179999999999999938e-01,2.000000000000000042e-02,1.479999999999999927e-01
2.000000000000000000e+01,-1.000000000000000000e+00,-1.010000000000000000e+02,-1.050000000000000100e-01,1.600000000000000033e-02,1.389999999999999847e-01
2.000000000000000000e+01,-1.000000000000000000e+00,-9.100000000000000000e+01,-1.140000000000000041e-01,9.000000000000001055e-03,1.360000000000000098e-01
2.000000000000000000e+01,-1.000000000000000000e+00,-8.100000000000000000e+01,-8.200000000000000344e-02,1.000000000000000021e-02,1.169999999999999929e-01
2.000000000000000000e+01,-1.000000000000000000e+00,-7.100000000000000000e+01,-8.799999999999999489e-02,4.000000000000000083e-03,1.120000000000000023e-01
2.000000000000000000e+01,-1.000000000000000000e+00,-6.100000000000000000e+01,-6.899999999999999190e-02,2.000000000000000042e-03,9.700000000000000289e-02
2.000000000000000000e+01,-1.000000000000000000e+00,-5.100000000000000000e+01,-6.099999999999999867e-02,-1.000000000000000021e-03,8.899999999999999578e-02
2.000000000000000000e+01,-1.000000000000000000e+00,-4.100000000000000000e+01,-5.199999999999999761e-02,-5.000000000000000104e-03,7.499999999999999722e-02
2.000000000000000000e+01,-1.000000000000000000e+00,-3.100000000000000000e+01,-6.499999999999998834e-02,-1.200000000000000025e-02,8.100000000000000255e-02
2.000000000000000000e+01,-1.000000000000000000e+00,-2.100000000000000000e+01,-3.300000000000000155e-02,-1.200000000000000025e-02,5.399999999999999939e-02
2.000000000000000000e+01,-1.000000000000000000e+00,-1.100000000000000000e+01,-2.099999999999999784e-02,-1.500000000000000118e-02,4.100000000000000172e-02
2.000000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,-6.000000000000000125e-03,-1.700000000000000122e-02,3.000000000000000236e-02
2.000000000000000000e+01,-1.000000000000000000e+00,9.000000000000000000e+00,-3.699999999999999817e-02,-2.699999999999999969e-02,3.600000000000000422e-02
2.000000000000000000e+01,-1.000000000000000000e+00,1.900000000000000000e+01,-1.000000000000000021e-02,-2.800000000000000058e-02,2.099999999999999784e-02
2.000000000000000000e+01,-1.000000000000000000e+00,2.900000000000000000e+01,-6.000000000000000125e-03,-3.600000000000000422e-02,1.200000000000000025e-02
2.000000000000000000e+01,-1.000000000000000000e+00,3.900000000000000000e+01,2.099999999999999784e-02,-3.300000000000000155e-02,-4.000000000000000083e-03
2.000000000000000000e+01,-1.000000000000000000e+00,4.900000000000000000e+01,2.299999999999999961e-02,-4.100000000000000172e-02,-1.299999999999999940e-02
2.000000000000000000e+01,-1.000000000000000000e+00,5.900000000000000000e+01,2.099999999999999784e-02,-4.700000000000000011e-02,-1.500000000000000118e-02
2.000000000000000000e+01,9.000000000000000000e+00,-1.210000000000000000e+02,-1.179999999999999938e-01,4.599999999999999922e-02,1.539999999999999980e-01
2.000000000000000000e+01,9.000000000000000000e+00,-1.110000000000000000e+02,-1.290000000000000036e-01,4.000000000000000083e-02,1.489999999999999936e-01
2.000000000000000000e+01,9.000000000000000000e+00,-1.010000000000000000e+02,-1.029999999999999943e-01,3.899999999999999994e-02,1.310000000000000053e-01
2.000000000000000000e+01,9.000000000000000000e+00,-9.100000000000000000e+01,-1.029999999999999943e-01,3.400000000000000244e-02,1.230000000000000121e-01
2.000000000000000000e+01,9.000000000000000000e+00,-8.100000000000000000e+01,-7.599999999999999811e-02,3.300000000000000155e-02,1.079999999999999988e-01
2.000000000000000000e+01,9.000000000000000000e+00,-7.100000000000000000e+01,-7.599999999999999811e-02,3.099999999999999978e-02,1.000000000000000056e-01
2.000000000000000000e+01,9.000000000000000000e+00,-6.100000000000000000e+01,-6.300000000000000044e-02,2.400000000000000050e-02,8.799999999999999489e-02
2.000000000000000000e+01,9.000000000000000000e+00,-5.100000000000000000e+01,-6.099999999999999867e-02,2.000000000000000042e-02,7.799999999999999989e-02
2.000000000000000000e+01,9.000000000000000000e+00,-4.100000000000000000e+01,-3.600000000000000422e-02,1.899999999999999953e-02,6.400000000000000133e-02
2.000000000000000000e+01,9.000000000000000000e+00,-3.100000000000000000e+01,-5.600000000000000117e-02,1.000000000000000021e-02,6.499999999999998834e-02
2.000000000000000000e+01,9.000000000000000000e+00,-2.100000000000000000e+01,-2.699999999999999969e-02,1.000000000000000021e-02,4.599999999999999922e-02
2.000000000000000000e+01,9.000000000000000000e+00,-1.100000000000000000e+01,-3.300000000000000155e-02,4.000000000000000083e-03,4.399999999999999745e-02
2.000000000000000000e+01,9.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000042e-02,1.000000000000000021e-03,3.000000000000000236e-02
2.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,-2.199999999999999872e-02,-3.000000000000000062e-03,2.699999999999999969e-02
2.000000000000000000e+01,9.000000000000000000e+00,1.900000000000000000e+01,-1.600000000000000033e-02,-7.000000000000000146e-03,1.600000000000000033e-02
2.000000000000000000e+01,9.000000000000000000e+00,2.900000000000000000e+01,1.000000000000000021e-02,-1.200000000000000025e-02,2.000000000000000042e-03
2.000000000000000000e+01,9.000000000000000000e+00,3.900000000000000000e+01,1.700000000000000122e-02,-1.500000000000000118e-02,-1.000000000000000021e-02
2.000000000000000000e+01,9.000000000000000000e+00,4.900000000000000000e+01,3.300000000000000155e-02,-1.800000000000000211e-02,-1.899999999999999953e-02
2.000000000000000000e+01,9.000000000000000000e+00,5.900000000000000000e+01,2.900000000000000147e-02,-2.699999999999999969e-02,-2.599999999999999881e-02
2.000000000000000000e+01,1.900000000000000000e+01,-1.110000000000000000e+02,-1.140000000000000041e-01,6.400000000000000133e-02,1.399999999999999856e-01
2.000000000000000000e+01,1.900000000000000000e+01,-1.010000000000000000e+02,-1.160000000000000059e-01,5.800000000000000294e-02,1.330000000000000071e-01
2.000000000000000000e+01,1.900000000000000000e+01,-9.100000000000000000e+01,-9.500000000000000111e-02,5.700000000000000205e-02,1.160000000000000059e-01
2.000000000000000000e+01,1.900000000000000000e+01,-8.100000000000000000e+01,-9.099999999999999756e-02,5.199999999999999761e-02,1.120000000000000023e-01
2.000000000000000000e+01,1.900000000000000000e+01,-7.100000000000000000e+01,-8.799999999999999489e-02,4.399999999999999745e-02,1.019999999999999934e-01
2.000000000000000000e+01,1.900000000000000000e+01,-6.100000000000000000e+01,-7.599999999999999811e-02,4.500000000000000527e-02,8.899999999999999578e-02
2.000000000000000000e+01,1.900000000000000000e+01,-5.100000000000000000e+01,-6.300000000000000044e-02,4.199999999999999567e-02,7.900000000000000078e-02
2.000000000000000000e+01,1.900000000000000000e+01,-4.100000000000000000e+01,-5.199999999999999761e-02,3.799999999999999906e-02,6.700000000000000400e-02
2.000000000000000000e+01,1.900000000000000000e+01,-3.100000000000000000e+01,-5.899999999999999689e-02,2.800000000000000058e-02,6.700000000000000400e-02
2.000000000000000000e+01,1.900000000000000000e+01,-2.100000000000000000e+01,-4.399999999999999745e-02,2.900000000000000147e-02,5.299999999999999850e-02
2.000000000000000000e+01,1.900000000000000000e+01,-1.100000000000000000e+01,-2.099999999999999784e-02,2.400000000000000050e-02,3.899999999999999994e-02
2.000000000000000000e+01,1.900000000000000000e+01,-1.000000000000000000e+00,-2.900000000000000147e-02,1.800000000000000211e-02,3.499999999999999639e-02
2.000000000000000000e+01,1.900000000000000000e+01,9.000000000000000000e+00,-0.000000000000000000e+00,1.800000000000000211e-02,1.700000000000000122e-02
2.000000000000000000e+01,1.900000000000000000e+01,1.900000000000000000e+01,-8.000000000000000167e-03,1.099999999999999936e-02,1.299999999999999940e-02
2.000000000000000000e+01,1.900000000000000000e+01,2.900000000000000000e+01,-2.000000000000000042e-02,4.000000000000000083e-03,1.400000000000000029e-02
2.000000000000000000e+01,1.900000000000000000e+01,3.900000000000000000e+01,-5.000000000000000104e-03,2.000000000000000042e-03,-0.000000000000000000e+00
2.000000000000000000e+01,1.900000000000000000e+01,4.900000000000000000e+01,2.699999999999999969e-02,2.000000000000000042e-03,-1.700000000000000122e-02
2.000000000000000000e+01,1.900000000000000000e+01,5.900000000000000000e+01,1.500000000000000118e-02,-8.000000000000000167e-03,-2.000000000000000042e-02
2.000000000000000000e+01,2.900000000000000000e+01,-1.110000000000000000e+02,-1.290000000000000036e-01,8.399999999999999134e-02,1.420000000000000151e-01
2.000000000000000000e+01,2.900000000000000000e+01,-1.010000000000000000e+02,-1.120000000000000023e-01,8.100000000000000255e-02,1.280000000000000027e-01
2.000000000000000000e+01,2.900000000000000000e+01,-9.100000000000000000e+01,-9.500000000000000111e-02,7.900000000000000078e-02,1.120000000000000023e-01
2.000000000000000000e+01,2.900000000000000000e+01,-8.100000000000000000e+01,-9.700000000000000289e-02,7.399999999999999634e-02,1.050000000000000100e-01
2.000000000000000000e+01,2.900000000000000000e+01,-7.100000000000000000e+01,-7.599999999999999811e-02,7.200000000000000844e-02,8.699999999999999400e-02
2.000000000000000000e+01,2.900000000000000000e+01,-6.100000000000000000e+01,-8.200000000000000344e-02,6.600000000000000311e-02,8.799999999999999489e-02
2.000000000000000000e+01,2.900000000000000000e+01,-5.100000000000000000e+01,-6.300000000000000044e-02,6.400000000000000133e-02,7.100000000000000755e-02
2.000000000000000000e+01,2.900000000000000000e+01,-4.100000000000000000e+01,-6.899999999999999190e-02,5.399999999999999939e-02,6.999999999999999278e-02
2.000000000000000000e+01,2.900000000000000000e+01,-3.100000000000000000e+01,-4.599999999999999922e-02,5.299999999999999850e-02,5.299999999999999850e-02
2.000000000000000000e+01,2.900000000000000000e+01,-2.100000000000000000e+01,-2.699999999999999969e-02,5.099999999999999672e-02,4.000000000000000083e-02
2.000000000000000000e+01,2.900000000000000000e+01,-1.100000000000000000e+01,-1.700000000000000122e-02,4.800000000000000100e-02,2.800000000000000058e-02
2.000000000000000000e+01,2.900000000000000000e+01,-1.000000000000000000e+00,-3.499999999999999639e-02,4.000000000000000083e-02,2.800000000000000058e-02
2.000000000000000000e+01,2.900000000000000000e+01,9.000000000000000000e+00,-1.200000000000000025e-02,3.799999999999999906e-02,1.099999999999999936e-02
2.000000000000000000e+01,2.900000000000000000e+01,1.900000000000000000e+01,-1.200000000000000025e-02,3.300000000000000155e-02,7.000000000000000146e-03
2.000000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01,-6.000000000000000125e-03,3.000000000000000236e-02,-4.000000000000000083e-03
2.000000000000000000e+01,2.900000000000000000e+01,3.900000000000000000e+01,1.500000000000000118e-02,2.800000000000000058e-02,-1.700000000000000122e-02
2.000000000000000000e+01,2.900000000000000000e+01,4.900000000000000000e+01,3.099999999999999978e-02,2.599999999999999881e-02,-3.200000000000000067e-02
2.000000000000000000e+01,2.900000000000000000e+01,5.900000000000000000e+01,2.299999999999999961e-02,1.600000000000000033e-02,-3.200000000000000067e-02
2.000000000000000000e+01,3.900000000000000000e+01,-1.110000000000000000e+02,-1.140000000000000041e-01,1.090000000000000135e-01,1.310000000000000053e-01
2.000000000000000000e+01,3.900000000000000000e+01,-1.010000000000000000e+02,-1.079999999999999988e-01,1.050000000000000100e-01,1.160000000000000059e-01
2.000000000000000000e+01,3.900000000000000000e+01,-9.100000000000000000e+01,-1.140000000000000041e-01,9.500000000000000111e-02,1.150000000000000050e-01
2.000000000000000000e+01,3.900000000000000000e+01,-8.100000000000000000e+01,-9.099999999999999756e-02,9.400000000000000022e-02,9.700000000000000289e-02
2.000000000000000000e+01,3.900000000000000000e+01,-7.100000000000000000e+01,-9.099999999999999756e-02,9.199999999999999845e-02,9.099999999999999756e-02
2.000000000000000000e+01,3.900000000000000000e+01,-6.100000000000000000e+01,-8.399999999999999134e-02,8.799999999999999489e-02,8.300000000000000433e-02
2.000000000000000000e+01,3.900000000000000000e+01,-5.100000000000000000e+01,-7.299999999999999545e-02,8.100000000000000255e-02,7.200000000000000844e-02
2.000000000000000000e+01,3.900000000000000000e+01,-4.100000000000000000e+01,-5.899999999999999689e-02,8.200000000000000344e-02,6.099999999999999867e-02
2.000000000000000000e+01,3.900000000000000000e+01,-3.100000000000000000e+01,-5.199999999999999761e-02,7.399999999999999634e-02,5.000000000000000278e-02
2.000000000000000000e+01,3.900000000000000000e+01,-2.100000000000000000e+01,-2.500000000000000139e-02,7.699999999999999900e-02,3.200000000000000067e-02
2.000000000000000000e+01,3.900000000000000000e+01,-1.100000000000000000e+01,-4.800000000000000100e-02,6.800000000000000488e-02,3.799999999999999906e-02
2.000000000000000000e+01,3.900000000000000000e+01,-1.000000000000000000e+00,-2.699999999999999969e-02,6.300000000000000044e-02,2.400000000000000050e-02
2.000000000000000000e+01,3.900000000000000000e+01,9.000000000000000000e+00,-1.200000000000000025e-02,6.099999999999999867e-02,1.000000000000000021e-02
2.000000000000000000e+01,3.900000000000000000e+01,1.900000000000000000e+01,-1.400000000000000029e-02,5.500000000000000028e-02,2.000000000000000042e-03
2.000000000000000000e+01,3.900000000000000000e+01,2.900000000000000000e+01,-1.000000000000000021e-03,5.299999999999999850e-02,-3.000000000000000062e-03
2.000000000000000000e+01,3.900000000000000000e+01,3.900000000000000000e+01,1.400000000000000029e-02,5.000000000000000278e-02,-2.199999999999999872e-02
2.000000000000000000e+01,3.900000000000000000e+01,4.900000000000000000e+01,1.200000000000000025e-02,4.399999999999999745e-02,-2.699999999999999969e-02
2.000000000000000000e+01,3.900000000000000000e+01,5.900000000000000000e+01,2.500000000000000139e-02,4.199999999999999567e-02,-4.100000000000000172e-02
2.000000000000000000e+01,4.900000000000000000e+01,-1.110000000000000000e+02,-1.290000000000000036e-01,1.290000000000000036e-01,1.280000000000000027e-01
2.000000000000000000e+01,4.900000000000000000e+01,-1.010000000000000000e+02,-1.100000000000000006e-01,1.260000000000000009e-01,1.140000000000000041e-01
2.000000000000000000e+01,4.900000000000000000e+01,-9.100000000000000000e+01,-9.099999999999999756e-02,1.250000000000000000e-01,1.010000000000000064e-01
2.000000000000000000e+01,4.900000000000000000e+01,-8.100000000000000000e+01,-9.700000000000000289e-02,1.190000000000000085e-01,9.899999999999999079e-02
2.000000000000000000e+01,4.900000000000000000e+01,-7.100000000000000000e+01,-8.600000000000000699e-02,1.160000000000000059e-01,8.200000000000000344e-02
